Unnamed: 0,recipe,nutrition,value
477,Geroosterde pompoen met boerenkool en walnoten,vet,31 g
478,Geroosterde pompoen met boerenkool en walnoten,waarvan verzadigd,4 g
479,Geroosterde pompoen met boerenkool en walnoten,vezels,4 g
480,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",energie,725 kcal
481,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",koolhydraten,85 g
482,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",waarvan suikers,5 g
483,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",natrium,1200 mg
484,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",eiwit,30 g
485,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",vet,27 g
486,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",waarvan verzadigd,4 g
487,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",vezels,11 g
488,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",energie,890 kcal
489,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",koolhydraten,70 g
490,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",waarvan suikers,7 g
491,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",natrium,280 mg
492,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",eiwit,28 g
493,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",vet,52 g
494,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",waarvan verzadigd,7 g
495,"Pasta met geroosterde pompoen met boerenkool, walnoten en tahin",vezels,15 g
496,"Pulled chicken met tortilla's, bonen en avocado",energie,655 kcal
497,"Pulled chicken met tortilla's, bonen en avocado",koolhydraten,59 g
498,"Pulled chicken met tortilla's, bonen en avocado",waarvan suikers,6 g
499,"Pulled chicken met tortilla's, bonen en avocado",natrium,560 mg
500,"Pulled chicken met tortilla's, bonen en avocado",eiwit,41 g
501,"Pulled chicken met tortilla's, bonen en avocado",vet,26 g
502,"Pulled chicken met tortilla's, bonen en avocado",waarvan verzadigd,5 g
503,"Pulled chicken met tortilla's, bonen en avocado",vezels,9 g
504,Kipfilet in bouillon ,energie,115 kcal
505,Kipfilet in bouillon ,natrium,160 mg
506,Kipfilet in bouillon ,eiwit,24 g
507,Kipfilet in bouillon ,vet,2 g
508,Kipfilet in bouillon ,waarvan verzadigd,1 g
509,Groentesoep met kip en rijst,energie,560 kcal
510,Groentesoep met kip en rijst,koolhydraten,41 g
511,Groentesoep met kip en rijst,waarvan suikers,12 g
512,Groentesoep met kip en rijst,natrium,1440 mg
513,Groentesoep met kip en rijst,eiwit,55 g
514,Groentesoep met kip en rijst,vet,18 g
515,Groentesoep met kip en rijst,waarvan verzadigd,3 g
516,Groentesoep met kip en rijst,vezels,8 g
517,"Traybake met kippendij, sinaasappelglaze en brocccoli",energie,670 kcal
518,"Traybake met kippendij, sinaasappelglaze en brocccoli",koolhydraten,62 g
519,"Traybake met kippendij, sinaasappelglaze en brocccoli",waarvan suikers,14 g
520,"Traybake met kippendij, sinaasappelglaze en brocccoli",natrium,600 mg
521,"Traybake met kippendij, sinaasappelglaze en brocccoli",eiwit,29 g
522,"Traybake met kippendij, sinaasappelglaze en brocccoli",vet,31 g
523,"Traybake met kippendij, sinaasappelglaze en brocccoli",waarvan verzadigd,6 g
524,"Traybake met kippendij, sinaasappelglaze en brocccoli",vezels,10 g
525,Linzenstoof met gepocheerde eieren,energie,480 kcal
526,Linzenstoof met gepocheerde eieren,koolhydraten,54 g
527,Linzenstoof met gepocheerde eieren,waarvan suikers,11 g
528,Linzenstoof met gepocheerde eieren,natrium,240 mg
529,Linzenstoof met gepocheerde eieren,eiwit,30 g
530,Linzenstoof met gepocheerde eieren,vet,14 g
531,Linzenstoof met gepocheerde eieren,waarvan verzadigd,3 g
532,Linzenstoof met gepocheerde eieren,vezels,8 g
533,Pompoenlasagne XL met geitenkaas,energie,590 kcal
534,Pompoenlasagne XL met geitenkaas,koolhydraten,49 g
535,Pompoenlasagne XL met geitenkaas,waarvan suikers,13 g
536,Pompoenlasagne XL met geitenkaas,natrium,720 mg
537,Pompoenlasagne XL met geitenkaas,eiwit,28 g
538,Pompoenlasagne XL met geitenkaas,vet,30 g
539,Pompoenlasagne XL met geitenkaas,waarvan verzadigd,17 g
540,Pompoenlasagne XL met geitenkaas,vezels,7 g
541,Ovenschotel met chipolata en knolselderij,energie,630 kcal
542,Ovenschotel met chipolata en knolselderij,koolhydraten,71 g
543,Ovenschotel met chipolata en knolselderij,waarvan suikers,12 g
544,Ovenschotel met chipolata en knolselderij,natrium,640 mg
545,Ovenschotel met chipolata en knolselderij,eiwit,22 g
546,Ovenschotel met chipolata en knolselderij,vet,25 g
547,Ovenschotel met chipolata en knolselderij,waarvan verzadigd,10 g
548,Ovenschotel met chipolata en knolselderij,vezels,17 g
549,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,energie,475 kcal
550,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,koolhydraten,61 g
551,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,waarvan suikers,17 g
552,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,natrium,600 mg
553,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,eiwit,16 g
554,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,vet,16 g
555,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,waarvan verzadigd,3 g
556,Stoofvlees met zoete-aardappelfriet en rodekoolsalade,vezels,12 g
557,"Spaghetti met tartaar, tomaat en wortel",energie,615 kcal
558,"Spaghetti met tartaar, tomaat en wortel",koolhydraten,58 g
559,"Spaghetti met tartaar, tomaat en wortel",waarvan suikers,11 g
560,"Spaghetti met tartaar, tomaat en wortel",natrium,320 mg
561,"Spaghetti met tartaar, tomaat en wortel",eiwit,35 g
562,"Spaghetti met tartaar, tomaat en wortel",vet,25 g
563,"Spaghetti met tartaar, tomaat en wortel",waarvan verzadigd,8 g
564,"Spaghetti met tartaar, tomaat en wortel",vezels,9 g
565,Biefstuk met romige paddenstoelenjus (advertorial),energie,580 kcal
566,Biefstuk met romige paddenstoelenjus (advertorial),koolhydraten,52 g
567,Biefstuk met romige paddenstoelenjus (advertorial),waarvan suikers,4 g
568,Biefstuk met romige paddenstoelenjus (advertorial),natrium,400 mg
569,Biefstuk met romige paddenstoelenjus (advertorial),eiwit,41 g
570,Biefstuk met romige paddenstoelenjus (advertorial),vet,21 g
571,Biefstuk met romige paddenstoelenjus (advertorial),waarvan verzadigd,11 g
572,Biefstuk met romige paddenstoelenjus (advertorial),vezels,10 g
573,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),energie,255 kcal
574,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),koolhydraten,21 g
575,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),waarvan suikers,12 g
576,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),natrium,200 mg
577,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),eiwit,9 g
578,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),vet,13 g
579,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),waarvan verzadigd,2 g
580,Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),vezels,10 g
581,Lasagne met chipolata en champignons (advertorial),energie,740 kcal
582,Lasagne met chipolata en champignons (advertorial),koolhydraten,63 g
583,Lasagne met chipolata en champignons (advertorial),waarvan suikers,16 g
584,Lasagne met chipolata en champignons (advertorial),natrium,1320 mg
585,Lasagne met chipolata en champignons (advertorial),eiwit,37 g
586,Lasagne met chipolata en champignons (advertorial),vet,36 g
587,Lasagne met chipolata en champignons (advertorial),waarvan verzadigd,15 g
588,Lasagne met chipolata en champignons (advertorial),vezels,6 g
589,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",energie,280 kcal
590,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",koolhydraten,34 g
591,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",waarvan suikers,4 g
592,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",natrium,320 mg
593,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",eiwit,11 g
594,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",vet,10 g
595,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",waarvan verzadigd,4 g
596,"Wortelwraps met kikkererwten, paprika en tzatziki (advertorial)",vezels,6 g
597,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",energie,615 kcal
598,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",koolhydraten,69 g
599,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",waarvan suikers,15 g
600,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",natrium,1480 mg
601,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",eiwit,27 g
602,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",vet,24 g
603,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",waarvan verzadigd,8 g
604,"Bio pasta met garnalen, feta en tomatensaus (advertorial)",vezels,7 g
605,Börek met spinazie en feta,energie,180 kcal
606,Börek met spinazie en feta,koolhydraten,20 g
607,Börek met spinazie en feta,waarvan suikers,2 g
608,Börek met spinazie en feta,natrium,320 mg
609,Börek met spinazie en feta,eiwit,8 g
610,Börek met spinazie en feta,vet,7 g
611,Börek met spinazie en feta,waarvan verzadigd,4 g
612,Börek met spinazie en feta,vezels,2 g
613,Vegan 'pecan pie' bars,energie,340 kcal
614,Vegan 'pecan pie' bars,koolhydraten,21 g
615,Vegan 'pecan pie' bars,waarvan suikers,11 g
616,Vegan 'pecan pie' bars,natrium,80 mg
617,Vegan 'pecan pie' bars,eiwit,6 g
618,Vegan 'pecan pie' bars,vet,25 g
619,Vegan 'pecan pie' bars,waarvan verzadigd,3 g
620,Vegan 'pecan pie' bars,vezels,4 g
621,Aardappelkoekjes met paddenstoelen ,energie,195 kcal
622,Aardappelkoekjes met paddenstoelen ,koolhydraten,21 g
623,Aardappelkoekjes met paddenstoelen ,waarvan suikers,1 g
624,Aardappelkoekjes met paddenstoelen ,natrium,260 mg
625,Aardappelkoekjes met paddenstoelen ,eiwit,6 g
626,Aardappelkoekjes met paddenstoelen ,vet,9 g
627,Aardappelkoekjes met paddenstoelen ,waarvan verzadigd,4 g
628,Aardappelkoekjes met paddenstoelen ,vezels,2 g
629,Pumpkin spice baked oats,energie,290 kcal
630,Pumpkin spice baked oats,koolhydraten,26 g
631,Pumpkin spice baked oats,waarvan suikers,9 g
632,Pumpkin spice baked oats,natrium,80 mg
633,Pumpkin spice baked oats,eiwit,9 g
634,Pumpkin spice baked oats,vet,16 g
635,Pumpkin spice baked oats,waarvan verzadigd,3 g
636,Pumpkin spice baked oats,vezels,4 g
637,"Havermout met peer, dadels en walnoten",energie,370 kcal
638,"Havermout met peer, dadels en walnoten",koolhydraten,46 g
639,"Havermout met peer, dadels en walnoten",waarvan suikers,27 g
640,"Havermout met peer, dadels en walnoten",natrium,80 mg
641,"Havermout met peer, dadels en walnoten",eiwit,11 g
642,"Havermout met peer, dadels en walnoten",vet,14 g
643,"Havermout met peer, dadels en walnoten",waarvan verzadigd,3 g
644,"Havermout met peer, dadels en walnoten",vezels,6 g
645,Romige bloemkooldip met snoepgroente en witlof,energie,115 kcal
646,Romige bloemkooldip met snoepgroente en witlof,koolhydraten,8 g
647,Romige bloemkooldip met snoepgroente en witlof,waarvan suikers,7 g
648,Romige bloemkooldip met snoepgroente en witlof,natrium,80 mg
649,Romige bloemkooldip met snoepgroente en witlof,eiwit,5 g
650,Romige bloemkooldip met snoepgroente en witlof,vet,6 g
651,Romige bloemkooldip met snoepgroente en witlof,waarvan verzadigd,3 g
652,Romige bloemkooldip met snoepgroente en witlof,vezels,4 g
653,"Volkorensandwich met rode ui, spinazie en cottage cheese",energie,335 kcal
654,"Volkorensandwich met rode ui, spinazie en cottage cheese",koolhydraten,32 g
655,"Volkorensandwich met rode ui, spinazie en cottage cheese",waarvan suikers,6 g
656,"Volkorensandwich met rode ui, spinazie en cottage cheese",natrium,600 mg
657,"Volkorensandwich met rode ui, spinazie en cottage cheese",eiwit,22 g
658,"Volkorensandwich met rode ui, spinazie en cottage cheese",vet,12 g
659,"Volkorensandwich met rode ui, spinazie en cottage cheese",waarvan verzadigd,3 g
660,"Volkorensandwich met rode ui, spinazie en cottage cheese",vezels,6 g
661,"Lasagne met champignons, tomaat en mozzarella",energie,630 kcal
662,"Lasagne met champignons, tomaat en mozzarella",koolhydraten,60 g
663,"Lasagne met champignons, tomaat en mozzarella",waarvan suikers,12 g
664,"Lasagne met champignons, tomaat en mozzarella",natrium,320 mg
665,"Lasagne met champignons, tomaat en mozzarella",eiwit,27 g
666,"Lasagne met champignons, tomaat en mozzarella",vet,29 g
667,"Lasagne met champignons, tomaat en mozzarella",waarvan verzadigd,11 g
668,"Lasagne met champignons, tomaat en mozzarella",vezels,9 g
669,Volkorenbrood met 100% pindakaas en appel,energie,380 kcal
670,Volkorenbrood met 100% pindakaas en appel,koolhydraten,39 g
671,Volkorenbrood met 100% pindakaas en appel,waarvan suikers,9 g
672,Volkorenbrood met 100% pindakaas en appel,natrium,280 mg
673,Volkorenbrood met 100% pindakaas en appel,eiwit,16 g
674,Volkorenbrood met 100% pindakaas en appel,vet,16 g
675,Volkorenbrood met 100% pindakaas en appel,waarvan verzadigd,3 g
676,Volkorenbrood met 100% pindakaas en appel,vezels,8 g
677,Gevulde komkommer met walnoten-geitenkaasspread,energie,125 kcal
678,Gevulde komkommer met walnoten-geitenkaasspread,koolhydraten,3 g
679,Gevulde komkommer met walnoten-geitenkaasspread,waarvan suikers,2 g
680,Gevulde komkommer met walnoten-geitenkaasspread,natrium,160 mg
681,Gevulde komkommer met walnoten-geitenkaasspread,eiwit,5 g
682,Gevulde komkommer met walnoten-geitenkaasspread,vet,10 g
683,Gevulde komkommer met walnoten-geitenkaasspread,waarvan verzadigd,4 g
684,Gevulde komkommer met walnoten-geitenkaasspread,vezels,1 g
685,Kaasomelet met frisse courgettesalade,energie,380 kcal
686,Kaasomelet met frisse courgettesalade,koolhydraten,5 g
687,Kaasomelet met frisse courgettesalade,waarvan suikers,4 g
688,Kaasomelet met frisse courgettesalade,natrium,440 mg
689,Kaasomelet met frisse courgettesalade,eiwit,27 g
690,Kaasomelet met frisse courgettesalade,vet,28 g
691,Kaasomelet met frisse courgettesalade,waarvan verzadigd,10 g
692,Kaasomelet met frisse courgettesalade,vezels,1 g
693,Preistamppot met runderballetjes in kerriesaus,energie,570 kcal
694,Preistamppot met runderballetjes in kerriesaus,koolhydraten,59 g
695,Preistamppot met runderballetjes in kerriesaus,waarvan suikers,11 g
696,Preistamppot met runderballetjes in kerriesaus,natrium,280 mg
697,Preistamppot met runderballetjes in kerriesaus,eiwit,27 g
698,Preistamppot met runderballetjes in kerriesaus,vet,23 g
699,Preistamppot met runderballetjes in kerriesaus,waarvan verzadigd,8 g
700,Preistamppot met runderballetjes in kerriesaus,vezels,11 g
701,"Magere kwark met mango, kiwi en amandelen",energie,335 kcal
702,"Magere kwark met mango, kiwi en amandelen",koolhydraten,30 g
703,"Magere kwark met mango, kiwi en amandelen",waarvan suikers,28 g
704,"Magere kwark met mango, kiwi en amandelen",natrium,120 mg
705,"Magere kwark met mango, kiwi en amandelen",eiwit,27 g
706,"Magere kwark met mango, kiwi en amandelen",vet,11 g
707,"Magere kwark met mango, kiwi en amandelen",waarvan verzadigd,1 g
708,"Magere kwark met mango, kiwi en amandelen",vezels,4 g
709,No bake carrotballs met dadels,energie,90 kcal
710,No bake carrotballs met dadels,koolhydraten,10 g
711,No bake carrotballs met dadels,waarvan suikers,6 g
712,No bake carrotballs met dadels,eiwit,3 g
713,No bake carrotballs met dadels,vet,4 g
714,No bake carrotballs met dadels,waarvan verzadigd,1 g
715,No bake carrotballs met dadels,vezels,2 g
716,Volkorentosti met kaas en paprika,energie,395 kcal
717,Volkorentosti met kaas en paprika,koolhydraten,30 g
718,Volkorentosti met kaas en paprika,waarvan suikers,5 g
719,Volkorentosti met kaas en paprika,natrium,520 mg
720,Volkorentosti met kaas en paprika,eiwit,18 g
721,Volkorentosti met kaas en paprika,vet,21 g
722,Volkorentosti met kaas en paprika,waarvan verzadigd,7 g
723,Volkorentosti met kaas en paprika,vezels,6 g
724,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",energie,510 kcal
725,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",koolhydraten,41 g
726,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",waarvan suikers,7 g
727,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",natrium,120 mg
728,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",eiwit,27 g
729,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",vet,24 g
730,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",waarvan verzadigd,5 g
731,"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",vezels,10 g
732,Volkoren overnight oats met bramen,energie,355 kcal
733,Volkoren overnight oats met bramen,koolhydraten,51 g
734,Volkoren overnight oats met bramen,waarvan suikers,23 g
735,Volkoren overnight oats met bramen,natrium,200 mg
736,Volkoren overnight oats met bramen,eiwit,18 g
737,Volkoren overnight oats met bramen,vet,7 g
738,Volkoren overnight oats met bramen,waarvan verzadigd,3 g
739,Volkoren overnight oats met bramen,vezels,7 g
740,Volkorenknäckebröd met tomaat en eikruim,energie,95 kcal
741,Volkorenknäckebröd met tomaat en eikruim,koolhydraten,9 g
742,Volkorenknäckebröd met tomaat en eikruim,waarvan suikers,1 g
743,Volkorenknäckebröd met tomaat en eikruim,natrium,120 mg
744,Volkorenknäckebröd met tomaat en eikruim,eiwit,5 g
745,Volkorenknäckebröd met tomaat en eikruim,vet,4 g
746,Volkorenknäckebröd met tomaat en eikruim,waarvan verzadigd,1 g
747,Volkorenknäckebröd met tomaat en eikruim,vezels,1 g
748,Wortelsoep met muntyoghurt en volkorenpita,energie,440 kcal
749,Wortelsoep met muntyoghurt en volkorenpita,koolhydraten,52 g
750,Wortelsoep met muntyoghurt en volkorenpita,waarvan suikers,8 g
751,Wortelsoep met muntyoghurt en volkorenpita,natrium,600 mg
752,Wortelsoep met muntyoghurt en volkorenpita,eiwit,16 g
753,Wortelsoep met muntyoghurt en volkorenpita,vet,1 g
754,Wortelsoep met muntyoghurt en volkorenpita,waarvan verzadigd,3 g
755,Wortelsoep met muntyoghurt en volkorenpita,vezels,13 g
756,"Volkorenpasta met tuinertwensaus, tomaat en makreel",energie,630 kcal
757,"Volkorenpasta met tuinertwensaus, tomaat en makreel",koolhydraten,65 g
758,"Volkorenpasta met tuinertwensaus, tomaat en makreel",waarvan suikers,11 g
759,"Volkorenpasta met tuinertwensaus, tomaat en makreel",natrium,320 mg
760,"Volkorenpasta met tuinertwensaus, tomaat en makreel",eiwit,33 g
761,"Volkorenpasta met tuinertwensaus, tomaat en makreel",vet,23 g
762,"Volkorenpasta met tuinertwensaus, tomaat en makreel",waarvan verzadigd,9 g
763,"Volkorenpasta met tuinertwensaus, tomaat en makreel",vezels,14 g
764,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",energie,385 kcal
765,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",koolhydraten,54 g
766,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",waarvan suikers,23 g
767,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",natrium,440 mg
768,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",eiwit,14 g
769,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",vet,11 g
770,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",waarvan verzadigd,6 g
771,"Volkorenbrood met zuivelspread, banaan en amandelschaafsel",vezels,7 g
772,"Courgettespiesjes met kaas, cherrytomaat en basillicum",energie,20 kcal
773,"Courgettespiesjes met kaas, cherrytomaat en basillicum",koolhydraten,1 g
774,"Courgettespiesjes met kaas, cherrytomaat en basillicum",waarvan suikers,1 g
775,"Courgettespiesjes met kaas, cherrytomaat en basillicum",natrium,40 mg
776,"Courgettespiesjes met kaas, cherrytomaat en basillicum",eiwit,2 g
